"37.7658","-122.3978","2016-06-24T12:00","NO2","6.0","PPB"
"37.7658","-122.3978","2016-06-24T12:00","CO","0.51","PPM"
"37.7658","-122.3978","2016-06-24T13:00","PM2.5","3.9","UG/M3"
"37.7658","-122.3978","2016-06-24T13:00","OZONE","13.0","PPB"
"37.7658","-122.3978","2016-06-24T13:00","NO2","12.0","PPB"
"37.7658","-122.3978","2016-06-24T13:00","CO","0.45","PPM"
"37.7658","-122.3978","2016-06-24T14:00","PM2.5","4.0","UG/M3"
"37.7658","-122.3978","2016-06-24T14:00","OZONE","13.0","PPB"
"37.7658","-122.3978","2016-06-24T14:00","NO2","10.0","PPB"
"37.7658","-122.3978","2016-06-24T14:00","CO","0.44","PPM"
"37.7658","-122.3978","2016-06-24T15:00","PM2.5","4.3","UG/M3"
"37.7658","-122.3978","2016-06-24T15:00","OZONE","14.0","PPB"
"37.7658","-122.3978","2016-06-24T15:00","NO2","6.0","PPB"
"37.7658","-122.3978","2016-06-24T15:00","CO","0.41","PPM"
"37.7658","-122.3978","2016-06-24T16:00","PM2.5","4.6","UG/M3"
"37.7658","-122.3978","2016-06-24T16:00","OZONE","14.0","PPB"
"37.7658","-122.3978","2016-06-24T16:00","NO2","5.0","PPB"
"37.7658","-122.3978","2016-06-24T16:00","CO","0.4","PPM"
"37.7658","-122.3978","2016-06-24T17:00","PM2.5","5.3","UG/M3"
"37.7658","-122.3978","2016-06-24T17:00","OZONE","16.0","PPB"
"37.7658","-122.3978","2016-06-24T17:00","NO2","4.0","PPB"
"37.7658","-122.3978","2016-06-24T17:00","CO","0.39","PPM"
"37.7658","-122.3978","2016-06-24T18:00","PM2.5","5.8","UG/M3"
"37.7658","-122.3978","2016-06-24T18:00","OZONE","17.0","PPB"
"37.7658","-122.3978","2016-06-24T18:00","NO2","4.0","PPB"
"37.7658","-122.3978","2016-06-24T18:00","CO","0.4","PPM"
"37.7658","-122.3978","2016-06-24T19:00","PM2.5","6.2","UG/M3"
"37.7658","-122.3978","2016-06-24T19:00","OZONE","19.0","PPB"
"37.7658","-122.3978","2016-06-24T19:00","NO2","5.0","PPB"
"37.7658","-122.3978","2016-06-24T19:00","CO","0.41","PPM"
"37.7658","-122.3978","2016-06-24T20:00","PM2.5","6.7","UG/M3"
"37.7658","-122.3978","2016-06-24T20:00","OZONE","20.0","PPB"
"37.7658","-122.3978","2016-06-24T20:00","NO2","5.0","PPB"
"37.7658","-122.3978","2016-06-24T20:00","CO","0.42","PPM"
"37.7658","-122.3978","2016-06-24T21:00","PM2.5","7.1","UG/M3"
"37.7658","-122.3978","2016-06-24T21:00","OZONE","21.0","PPB"
"37.7658","-122.3978","2016-06-24T21:00","NO2","5.0","PPB"
"37.7658","-122.3978","2016-06-24T21:00","CO","0.44","PPM"
"37.7658","-122.3978","2016-06-24T22:00","PM2.5","8.0","UG/M3"
"37.7658","-122.3978","2016-06-24T22:00","OZONE","22.0","PPB"
"37.7658","-122.3978","2016-06-24T22:00","NO2","4.0","PPB"
"37.7658","-122.3978","2016-06-24T22:00","CO","0.43","PPM"
"37.7658","-122.3978","2016-06-24T23:00","PM2.5","8.4","UG/M3"
"37.7658","-122.3978","2016-06-24T23:00","OZONE","22.0","PPB"
"37.7658","-122.3978","2016-06-24T23:00","NO2","4.0","PPB"
"37.7658","-122.3978","2016-06-24T23:00","CO","0.42","PPM"
"37.7658","-122.3978","2016-06-25T00:00","PM2.5","8.8","UG/M3"
"37.7658","-122.3978","2016-06-25T00:00","OZONE","23.0","PPB"
"37.7658","-122.3978","2016-06-25T00:00","NO2","4.0","PPB"
"37.7658","-122.3978","2016-06-25T00:00","CO","0.44","PPM"
"37.7658","-122.3978","2016-06-25T01:00","PM2.5","9.1","UG/M3"
"37.7658","-122.3978","2016-06-25T01:00","OZONE","23.0","PPB"
"37.7658","-122.3978","2016-06-25T01:00","NO2","7.0","PPB"
"37.7658","-122.3978","2016-06-25T01:00","CO","0.47","PPM"
"37.7658","-122.3978","2016-06-25T02:00","PM2.5","9.6","UG/M3"
"37.7658","-122.3978","2016-06-25T02:00","OZONE","23.0","PPB"
"37.7658","-122.3978","2016-06-25T02:00","NO2","11.0","PPB"
"37.7658","-122.3978","2016-06-25T02:00","CO","0.5","PPM"
"37.7658","-122.3978","2016-06-25T03:00","PM2.5","10.5","UG/M3"
"37.7658","-122.3978","2016-06-25T03:00","OZONE","23.0","PPB"
"37.7658","-122.3978","2016-06-25T03:00","NO2","7.0","PPB"
"37.7658","-122.3978","2016-06-25T03:00","CO","0.43","PPM"
"37.7658","-122.3978","2016-06-25T04:00","PM2.5","10.5","UG/M3"
"37.7658","-122.3978","2016-06-25T04:00","OZONE","23.0","PPB"
"37.7658","-122.3978","2016-06-25T04:00","NO2","7.0","PPB"
"37.7658","-122.3978","2016-06-25T04:00","CO","0.41","PPM"
"37.7658","-122.3978","2016-06-25T05:00","PM2.5","11.1","UG/M3"
"37.7658","-122.3978","2016-06-25T05:00","OZONE","22.0","PPB"
"37.7658","-122.3978","2016-06-25T05:00","NO2","6.0","PPB"
"37.7658","-122.3978","2016-06-25T05:00","CO","0.42","PPM"
"37.7658","-122.3978","2016-06-25T06:00","PM2.5","11.5","UG/M3"
"37.7658","-122.3978","2016-06-25T06:00","OZONE","22.0","PPB"
"37.7658","-122.3978","2016-06-25T06:00","NO2","6.0","PPB"
"37.7658","-122.3978","2016-06-25T06:00","CO","0.38","PPM"
"37.7658","-122.3978","2016-06-25T07:00","PM2.5","11.9","UG/M3"
"37.7658","-122.3978","2016-06-25T07:00","OZONE","23.0","PPB"
"37.7658","-122.3978","2016-06-25T07:00","NO2","5.0","PPB"
"37.7658","-122.3978","2016-06-25T07:00","CO","0.43","PPM"
"37.7658","-122.3978","2016-06-25T08:00","PM2.5","12.5","UG/M3"
"37.7658","-122.3978","2016-06-25T08:00","OZONE","22.0","PPB"
"37.7658","-122.3978","2016-06-25T08:00","NO2","5.0","PPB"
"37.7658","-122.3978","2016-06-25T08:00","CO","0.51","PPM"
"37.7658","-122.3978","2016-06-25T09:00","PM2.5","12.3","UG/M3"
"37.7658","-122.3978","2016-06-25T09:00","OZONE","22.0","PPB"
"37.7658","-122.3978","2016-06-25T09:00","NO2","3.0","PPB"
"37.7658","-122.3978","2016-06-25T09:00","CO","0.37","PPM"
"37.7658","-122.3978","2016-06-25T10:00","PM2.5","12.9","UG/M3"
"37.7658","-122.3978","2016-06-25T10:00","OZONE","21.0","PPB"
"37.7658","-122.3978","2016-06-25T10:00","NO2","4.0","PPB"
"37.7658","-122.3978","2016-06-25T10:00","CO","0.37","PPM"
"37.7658","-122.3978","2016-06-25T11:00","PM2.5","12.9","UG/M3"
"37.7658","-122.3978","2016-06-25T11:00","OZONE","21.0","PPB"
"37.7658","-122.3978","2016-06-25T12:00","PM2.5","13.1","UG/M3"
"37.7658","-122.3978","2016-06-25T12:00","OZONE","20.0","PPB"
"37.7658","-122.3978","2016-06-25T12:00","NO2","6.0","PPB"
"37.7658","-122.3978","2016-06-25T12:00","CO","0.37","PPM"
"37.7658","-122.3978","2016-06-25T13:00","PM2.5","13.1","UG/M3"
"37.7658","-122.3978","2016-06-25T13:00","OZONE","20.0","PPB"
"37.7658","-122.3978","2016-06-25T13:00","NO2","8.0","PPB"
"37.7658","-122.3978","2016-06-25T13:00","CO","0.4","PPM"
"37.7658","-122.3978","2016-06-25T14:00","PM2.5","13.3","UG/M3"
"37.7658","-122.3978","2016-06-25T14:00","OZONE","20.0","PPB"
