rundate,this_period,last_period,group_name,airport_1_name,airport_2_name,total_pax_this_period,total_pax_scheduled_this_period,total_pax_charter_this_period,total_pax_last_period,total_pax_scheduled_last_period,total_pax_charter_last_period,total_pax_percent,charters_tm_only_small_acf,charters_lm_only_small_acf
05-May-2016 09:33,201603,201503,Other Reporting Airports      ,SOUTHAMPTON                   ,BELFAST CITY (GEORGE BEST)    , 9037 , 9037 , 0 , 9308 , 9308 , 0 ,-2.911474 ,N,N
05-May-2016 09:33,201603,201503,Other Reporting Airports      ,SOUTHAMPTON                   ,EDINBURGH                     , 16029 , 16029 , 0 , 15970 , 15970 , 0 , 0.3694427 ,N,N
05-May-2016 09:33,201603,201503,Other Reporting Airports      ,SOUTHAMPTON                   ,GLASGOW                       , 15523 , 15523 , 0 , 14110 , 14110 , 0 , 10.01417 ,N,N
05-May-2016 09:33,201603,201503,Other Reporting Airports      ,SOUTHAMPTON                   ,GUERNSEY                      , 12468 , 12468 , 0 , 11530 , 11530 , 0 , 8.1353 ,N,N
05-May-2016 09:33,201603,201503,Other Reporting Airports      ,SOUTHAMPTON                   ,JERSEY                        , 14951 , 14951 , 0 , 13568 , 13568 , 0 , 10.1931 ,N,N
05-May-2016 09:33,201603,201503,Other Reporting Airports      ,SOUTHAMPTON                   ,LEEDS BRADFORD                , 977 , 977 , 0 , 4210 , 4210 , 0 ,-76.79335 ,N,N
05-May-2016 09:33,201603,201503,Other Reporting Airports      ,SOUTHAMPTON                   ,LIVERPOOL (JOHN LENNON)       , 69 , 0 , 69 , 0 , 0 , 0 ,Null,N,N
05-May-2016 09:33,201603,201503,Other Reporting Airports      ,SOUTHAMPTON                   ,MANCHESTER                    , 14809 , 14809 , 0 , 14806 , 14740 , 66 , 2.026206E-02 ,N,N
05-May-2016 09:33,201603,201503,Other Reporting Airports      ,SOUTHAMPTON                   ,NEWCASTLE                     , 11011 , 11011 , 0 , 9344 , 9344 , 0 , 17.84032 ,N,N
05-May-2016 09:33,201603,201503,London Area Airports          ,STANSTED                      ,BELFAST INTERNATIONAL         , 32569 , 32569 , 0 , 28106 , 28106 , 0 , 15.87917 ,N,N
05-May-2016 09:33,201603,201503,London Area Airports          ,STANSTED                      ,CITY OF DERRY (EGLINTON)      , 11855 , 11855 , 0 , 11294 , 11294 , 0 , 4.967239 ,N,N
05-May-2016 09:33,201603,201503,London Area Airports          ,STANSTED                      ,DUNDEE                        , 1657 , 1657 , 0 , 1378 , 1378 , 0 , 20.24673 ,N,N
05-May-2016 09:33,201603,201503,London Area Airports          ,STANSTED                      ,EDINBURGH                     , 68478 , 68478 , 0 , 47993 , 47993 , 0 , 42.68331 ,N,N
05-May-2016 09:33,201603,201503,London Area Airports          ,STANSTED                      ,GLASGOW                       , 54457 , 54457 , 0 , 37929 , 37929 , 0 , 43.57616 ,N,N
05-May-2016 09:33,201603,201503,London Area Airports          ,STANSTED                      ,GUERNSEY                      , 1534 , 1534 , 0 , 1262 , 1262 , 0 , 21.55309 ,N,N
05-May-2016 09:33,201603,201503,London Area Airports          ,STANSTED                      ,ISLE OF MAN                   , 3056 , 3056 , 0 , 851 , 851 , 0 , 259.1069 ,N,N
05-May-2016 09:33,201603,201503,London Area Airports          ,STANSTED                      ,NEWCASTLE                     , 618 , 618 , 0 , 313 , 313 , 0 , 97.44409 ,N,N
05-May-2016 09:33,201603,201503,London Area Airports          ,STANSTED                      ,NEWQUAY                       , 393 , 393 , 0 , 0 , 0 , 0 ,Null,N,N
05-May-2016 09:33,201603,201503,Other Reporting Airports      ,STORNOWAY                     ,ABERDEEN                      , 456 , 456 , 0 , 481 , 481 , 0 ,-5.197505 ,N,N
05-May-2016 09:33,201603,201503,Other Reporting Airports      ,STORNOWAY                     ,BENBECULA                     , 585 , 585 , 0 , 607 , 607 , 0 ,-3.624382 ,N,N
05-May-2016 09:33,201603,201503,Other Reporting Airports      ,STORNOWAY                     ,EDINBURGH                     , 1480 , 1480 , 0 , 1625 , 1625 , 0 ,-8.923077 ,N,N
05-May-2016 09:33,201603,201503,Other Reporting Airports      ,STORNOWAY                     ,GLASGOW                       , 4801 , 4801 , 0 , 4725 , 4725 , 0 , 1.608466 ,N,N
05-May-2016 09:33,201603,201503,Other Reporting Airports      ,STORNOWAY                     ,INVERNESS                     , 2609 , 2609 , 0 , 2959 , 2959 , 0 ,-11.82832 ,N,N
05-May-2016 09:33,201603,201503,Other Reporting Airports      ,SUMBURGH                      ,ABERDEEN                      , 6045 , 5358 , 687 , 11423 , 6661 , 4762 ,-47.08045 ,N,N
05-May-2016 09:33,201603,201503,Other Reporting Airports      ,SUMBURGH                      ,EDINBURGH                     , 3267 , 3267 , 0 , 3391 , 3391 , 0 ,-3.656739 ,N,N
05-May-2016 09:33,201603,201503,Other Reporting Airports      ,SUMBURGH                      ,GLASGOW                       , 2259 , 2259 , 0 , 2100 , 2100 , 0 , 7.571429 ,N,N
05-May-2016 09:33,201603,201503,Other Reporting Airports      ,SUMBURGH                      ,INVERNESS                     , 261 , 261 , 0 , 265 , 265 , 0 ,-1.509434 ,N,N
05-May-2016 09:33,201603,201503,Other Reporting Airports      ,SUMBURGH                      ,KIRKWALL                      , 1597 , 1597 , 0 , 1528 , 1528 , 0 , 4.515707 ,N,N
05-May-2016 09:33,201603,201503,Other Reporting Airports      ,SUMBURGH                      ,SCATSTA                       , 20 , 0 , 20 , 0 , 0 , 0 ,Null,N,N
05-May-2016 09:33,201603,201503,Other Reporting Airports      ,TIREE                         ,GLASGOW                       , 707 , 707 , 0 , 521 , 521 , 0 , 35.70058 ,N,N
05-May-2016 09:33,201603,201503,Other Reporting Airports      ,WICK JOHN O GROATS            ,ABERDEEN                      , 931 , 931 , 0 , 1090 , 1090 , 0 ,-14.58716 ,N,N
05-May-2016 09:33,201603,201503,Other Reporting Airports      ,WICK JOHN O GROATS            ,EDINBURGH                     , 967 , 967 , 0 , 910 , 910 , 0 , 6.263736 ,N,N
