rundate,this_period,foreign_region,foreign_country,UK_airport,foreign_airport,total_pax_this_period,total_pax_scheduled_this_period,total_pax_charter_this_period,total_pax_last_period,total_pax_scheduled_last_period,total_pax_charter_last_period,total_pax_percent
05-May-2016 09:32,201603,WESTERN EUROPE-EU,FRANCE,STANSTED,TOURS, 3847 , 3847 , 0 , 3141 , 3141 , 0 , 22.4769181789239 
05-May-2016 09:32,201603,WEST AFRICA,GAMBIA,BIRMINGHAM,BANJUL, 1323 , 1323 , 0 , 1387 , 0 , 1387 ,-4.61427541456381 
05-May-2016 09:32,201603,WEST AFRICA,GAMBIA,GATWICK,BANJUL, 7512 , 4980 , 2532 , 5325 , 0 , 5325 , 41.0704225352113 
05-May-2016 09:32,201603,WEST AFRICA,GAMBIA,MANCHESTER,BANJUL, 5208 , 5208 , 0 , 3237 , 0 , 3237 , 60.8897126969416 
05-May-2016 09:32,201603,WESTERN EUROPE-EU,GERMANY,ABERDEEN,DUSSELDORF, 0 , 0 , 0 , 95 , 0 , 95 , 0 
05-May-2016 09:32,201603,WESTERN EUROPE-EU,GERMANY,ABERDEEN,FRANKFURT MAIN, 8647 , 8647 , 0 , 8483 , 8483 , 0 , 1.93327832134858 
05-May-2016 09:32,201603,WESTERN EUROPE-EU,GERMANY,BIRMINGHAM,BERLIN (SCHONEFELD), 180 , 0 , 180 , 0 , 0 , 0 , 0 
05-May-2016 09:32,201603,WESTERN EUROPE-EU,GERMANY,BIRMINGHAM,BERLIN (TEGEL), 4539 , 4539 , 0 , 4045 , 4045 , 0 , 12.21260815822 
05-May-2016 09:32,201603,WESTERN EUROPE-EU,GERMANY,BIRMINGHAM,COLOGNE BONN, 0 , 0 , 0 , 2348 , 2348 , 0 , 0 
05-May-2016 09:32,201603,WESTERN EUROPE-EU,GERMANY,BIRMINGHAM,DUSSELDORF, 20268 , 20268 , 0 , 17913 , 17913 , 0 , 13.1468765700888 
05-May-2016 09:32,201603,WESTERN EUROPE-EU,GERMANY,BIRMINGHAM,FRANKFURT MAIN, 27300 , 27300 , 0 , 24529 , 24529 , 0 , 11.2968323209263 
05-May-2016 09:32,201603,WESTERN EUROPE-EU,GERMANY,BIRMINGHAM,HAHN, 44 , 0 , 44 , 0 , 0 , 0 , 0 
05-May-2016 09:32,201603,WESTERN EUROPE-EU,GERMANY,BIRMINGHAM,HAMBURG, 2317 , 2317 , 0 , 5161 , 5161 , 0 ,-55.1055996899826 
05-May-2016 09:32,201603,WESTERN EUROPE-EU,GERMANY,BIRMINGHAM,HANOVER, 4061 , 4061 , 0 , 5891 , 4629 , 1262 ,-31.0643354269224 
05-May-2016 09:32,201603,WESTERN EUROPE-EU,GERMANY,BIRMINGHAM,MUNICH, 16591 , 16591 , 0 , 15477 , 15477 , 0 , 7.19777734703108 
05-May-2016 09:32,201603,WESTERN EUROPE-EU,GERMANY,BIRMINGHAM,PADERBORN, 1118 , 102 , 1016 , 1128 , 0 , 1128 ,-0.886524822695036 
05-May-2016 09:32,201603,WESTERN EUROPE-EU,GERMANY,BIRMINGHAM,STUTTGART, 6262 , 6262 , 0 , 6526 , 6526 , 0 ,-4.04535703340484 
05-May-2016 09:32,201603,WESTERN EUROPE-EU,GERMANY,BRISTOL,BERLIN (SCHONEFELD), 6725 , 6725 , 0 , 6185 , 6185 , 0 , 8.73080032336297 
05-May-2016 09:32,201603,WESTERN EUROPE-EU,GERMANY,BRISTOL,DUSSELDORF, 868 , 868 , 0 , 0 , 0 , 0 , 0 
05-May-2016 09:32,201603,WESTERN EUROPE-EU,GERMANY,BRISTOL,FRANKFURT MAIN, 3441 , 3441 , 0 , 3573 , 3573 , 0 ,-3.6943744752309 
05-May-2016 09:32,201603,WESTERN EUROPE-EU,GERMANY,BRISTOL,HAMBURG, 1030 , 1030 , 0 , 1897 , 1897 , 0 ,-45.7037427517132 
05-May-2016 09:32,201603,WESTERN EUROPE-EU,GERMANY,BRISTOL,HANOVER, 23 , 0 , 23 , 0 , 0 , 0 , 0 
05-May-2016 09:32,201603,WESTERN EUROPE-EU,GERMANY,BRISTOL,MUNICH, 2603 , 2603 , 0 , 2152 , 2152 , 0 , 20.957249070632 
05-May-2016 09:32,201603,WESTERN EUROPE-EU,GERMANY,CARDIFF WALES,MUNICH, 1457 , 1457 , 0 , 0 , 0 , 0 , 0 
05-May-2016 09:32,201603,WESTERN EUROPE-EU,GERMANY,DONCASTER SHEFFIELD,BERLIN (TEGEL), 706 , 706 , 0 , 0 , 0 , 0 , 0 
05-May-2016 09:32,201603,WESTERN EUROPE-EU,GERMANY,DURHAM TEES VALLEY,COLOGNE BONN, 0 , 0 , 0 , 8 , 0 , 8 , 0 
05-May-2016 09:32,201603,WESTERN EUROPE-EU,GERMANY,DURHAM TEES VALLEY,DUSSELDORF, 0 , 0 , 0 , 40 , 0 , 40 , 0 
05-May-2016 09:32,201603,WESTERN EUROPE-EU,GERMANY,DURHAM TEES VALLEY,PADERBORN, 0 , 0 , 0 , 48 , 0 , 48 , 0 
05-May-2016 09:32,201603,WESTERN EUROPE-EU,GERMANY,EAST MIDLANDS INTERNATIONAL,BERLIN (SCHONEFELD), 4285 , 4285 , 0 , 4104 , 4104 , 0 , 4.41033138401559 
05-May-2016 09:32,201603,WESTERN EUROPE-EU,GERMANY,EAST MIDLANDS INTERNATIONAL,DUSSELDORF, 610 , 610 , 0 , 0 , 0 , 0 , 0 
05-May-2016 09:32,201603,WESTERN EUROPE-EU,GERMANY,EDINBURGH,BERLIN (SCHONEFELD), 4694 , 4694 , 0 , 3819 , 3819 , 0 , 22.9117570044514 
05-May-2016 09:32,201603,WESTERN EUROPE-EU,GERMANY,EDINBURGH,BREMEN, 0 , 0 , 0 , 312 , 312 , 0 , 0 
05-May-2016 09:32,201603,WESTERN EUROPE-EU,GERMANY,EDINBURGH,COLOGNE BONN, 2347 , 2347 , 0 , 2000 , 2000 , 0 , 17.35 
05-May-2016 09:32,201603,WESTERN EUROPE-EU,GERMANY,EDINBURGH,DUSSELDORF, 927 , 927 , 0 , 0 , 0 , 0 , 0 
05-May-2016 09:32,201603,WESTERN EUROPE-EU,GERMANY,EDINBURGH,FRANKFURT MAIN, 14232 , 14232 , 0 , 12152 , 12152 , 0 , 17.1165240289664 
05-May-2016 09:32,201603,WESTERN EUROPE-EU,GERMANY,EDINBURGH,HAHN, 3190 , 3190 , 0 , 308 , 308 , 0 , 935.714285714286 
05-May-2016 09:32,201603,WESTERN EUROPE-EU,GERMANY,EDINBURGH,HAMBURG, 5194 , 5194 , 0 , 5407 , 5407 , 0 ,-3.93933789532088 
05-May-2016 09:32,201603,WESTERN EUROPE-EU,GERMANY,EDINBURGH,MUNICH, 9534 , 9534 , 0 , 7167 , 7167 , 0 , 33.0263708664713 
05-May-2016 09:32,201603,WESTERN EUROPE-EU,GERMANY,EDINBURGH,NIEDERRHEIN, 4634 , 4634 , 0 , 4091 , 4091 , 0 , 13.273038376925 
05-May-2016 09:32,201603,WESTERN EUROPE-EU,GERMANY,EDINBURGH,STUTTGART, 4032 , 4032 , 0 , 0 , 0 , 0 , 0 
05-May-2016 09:32,201603,WESTERN EUROPE-EU,GERMANY,GATWICK,BERLIN (SCHONEFELD), 53248 , 53248 , 0 , 47011 , 47011 , 0 , 13.2671076981983 
05-May-2016 09:32,201603,WESTERN EUROPE-EU,GERMANY,GATWICK,COLOGNE BONN, 2870 , 2870 , 0 , 11118 , 11118 , 0 ,-74.1860046771002 
05-May-2016 09:32,201603,WESTERN EUROPE-EU,GERMANY,GATWICK,DUSSELDORF, 4069 , 3946 , 123 , 10570 , 10570 , 0 ,-61.5042573320719 
05-May-2016 09:32,201603,WESTERN EUROPE-EU,GERMANY,GATWICK,ERFURT, 0 , 0 , 0 , 691 , 691 , 0 , 0 
05-May-2016 09:32,201603,WESTERN EUROPE-EU,GERMANY,GATWICK,FRIEDRICHSHAFEN, 6409 , 3094 , 3315 , 5232 , 3138 , 2094 , 22.4961773700306 
05-May-2016 09:32,201603,WESTERN EUROPE-EU,GERMANY,GATWICK,HAMBURG, 14812 , 14812 , 0 , 16590 , 16590 , 0 ,-10.7172995780591 
05-May-2016 09:32,201603,WESTERN EUROPE-EU,GERMANY,GATWICK,MUNICH, 20558 , 20558 , 0 , 16771 , 16771 , 0 , 22.5806451612903 
05-May-2016 09:32,201603,WESTERN EUROPE-EU,GERMANY,GATWICK,STUTTGART, 10198 , 10198 , 0 , 1123 , 1123 , 0 , 808.103294746216 
05-May-2016 09:32,201603,WESTERN EUROPE-EU,GERMANY,GLASGOW,BERLIN (SCHONEFELD), 14118 , 14118 , 0 , 5953 , 5953 , 0 , 137.157735595498 
05-May-2016 09:32,201603,WESTERN EUROPE-EU,GERMANY,GLASGOW,DUSSELDORF, 2230 , 2230 , 0 , 2198 , 2198 , 0 , 1.45586897179254 
05-May-2016 09:32,201603,WESTERN EUROPE-EU,GERMANY,HEATHROW,BERLIN (TEGEL), 70107 , 70107 , 0 , 66759 , 66759 , 0 , 5.01505415000225 
05-May-2016 09:32,201603,WESTERN EUROPE-EU,GERMANY,HEATHROW,COLOGNE BONN, 16275 , 16275 , 0 , 12105 , 12105 , 0 , 34.4485749690211 
05-May-2016 09:32,201603,WESTERN EUROPE-EU,GERMANY,HEATHROW,DUSSELDORF, 57299 , 57299 , 0 , 50624 , 50624 , 0 , 13.1854456384324 
05-May-2016 09:32,201603,WESTERN EUROPE-EU,GERMANY,HEATHROW,FRANKFURT MAIN, 118805 , 118805 , 0 , 117119 , 117119 , 0 , 1.43956147166557 
05-May-2016 09:32,201603,WESTERN EUROPE-EU,GERMANY,HEATHROW,HAMBURG, 49820 , 49820 , 0 , 46751 , 46751 , 0 , 6.56456546384035 
05-May-2016 09:32,201603,WESTERN EUROPE-EU,GERMANY,HEATHROW,HANOVER, 18511 , 18511 , 0 , 16883 , 16883 , 0 , 9.64283598886454 
05-May-2016 09:32,201603,WESTERN EUROPE-EU,GERMANY,HEATHROW,MUNICH, 98300 , 98300 , 0 , 97398 , 97398 , 0 , 0.926097045113863 
05-May-2016 09:32,201603,WESTERN EUROPE-EU,GERMANY,HEATHROW,STUTTGART, 26269 , 26269 , 0 , 28311 , 28311 , 0 ,-7.21274416304617 
05-May-2016 09:32,201603,WESTERN EUROPE-EU,GERMANY,LEEDS BRADFORD,COLOGNE BONN, 0 , 0 , 0 , 44 , 44 , 0 , 0 
05-May-2016 09:32,201603,WESTERN EUROPE-EU,GERMANY,LEEDS BRADFORD,DUSSELDORF, 4047 , 4047 , 0 , 4310 , 4310 , 0 ,-6.10208816705336 
05-May-2016 09:32,201603,WESTERN EUROPE-EU,GERMANY,LIVERPOOL (JOHN LENNON),BERLIN (SCHONEFELD), 6243 , 6243 , 0 , 7098 , 7098 , 0 ,-12.0456466610313 
05-May-2016 09:32,201603,WESTERN EUROPE-EU,GERMANY,LIVERPOOL (JOHN LENNON),DORTMUND, 84 , 0 , 84 , 0 , 0 , 0 , 0 
05-May-2016 09:32,201603,WESTERN EUROPE-EU,GERMANY,LONDON CITY,DRESDEN, 0 , 0 , 0 , 1440 , 1440 , 0 , 0 
05-May-2016 09:32,201603,WESTERN EUROPE-EU,GERMANY,LONDON CITY,DUSSELDORF, 4558 , 4558 , 0 , 5848 , 5848 , 0 ,-22.0588235294118 
05-May-2016 09:32,201603,WESTERN EUROPE-EU,GERMANY,LONDON CITY,FRANKFURT MAIN, 19374 , 19374 , 0 , 20666 , 20666 , 0 ,-6.2518145746637 
05-May-2016 09:32,201603,WESTERN EUROPE-EU,GERMANY,LONDON CITY,HAMBURG, 815 , 815 , 0 , 966 , 966 , 0 ,-15.6314699792961 
05-May-2016 09:32,201603,WESTERN EUROPE-EU,GERMANY,LUTON,BERLIN (SCHONEFELD), 15022 , 14965 , 57 , 15776 , 15776 , 0 ,-4.77941176470588 
05-May-2016 09:32,201603,WESTERN EUROPE-EU,GERMANY,LUTON,DORTMUND, 7657 , 7657 , 0 , 11271 , 11271 , 0 ,-32.0645905420992 
05-May-2016 09:32,201603,WESTERN EUROPE-EU,GERMANY,LUTON,DUSSELDORF, 5 , 0 , 5 , 0 , 0 , 0 , 0 
05-May-2016 09:32,201603,WESTERN EUROPE-EU,GERMANY,LUTON,FRIEDRICHSHAFEN, 8 , 0 , 8 , 157 , 0 , 157 ,-94.9044585987261 
05-May-2016 09:32,201603,WESTERN EUROPE-EU,GERMANY,LUTON,HAMBURG, 7714 , 7714 , 0 , 6326 , 6326 , 0 , 21.9411950679734 
05-May-2016 09:32,201603,WESTERN EUROPE-EU,GERMANY,LUTON,MUNICH, 6051 , 6051 , 0 , 5039 , 5039 , 0 , 20.0833498710061 
05-May-2016 09:32,201603,WESTERN EUROPE-EU,GERMANY,MANCHESTER,BERLIN (SCHONEFELD), 12358 , 12358 , 0 , 6762 , 6762 , 0 , 82.7565808932269 
05-May-2016 09:32,201603,WESTERN EUROPE-EU,GERMANY,MANCHESTER,BREMEN, 2690 , 2690 , 0 , 3317 , 3317 , 0 ,-18.9026228519747 
05-May-2016 09:32,201603,WESTERN EUROPE-EU,GERMANY,MANCHESTER,COLOGNE BONN, 4385 , 4385 , 0 , 4514 , 4514 , 0 ,-2.85777580859548 
05-May-2016 09:32,201603,WESTERN EUROPE-EU,GERMANY,MANCHESTER,DUSSELDORF, 16950 , 16950 , 0 , 14612 , 14612 , 0 , 16.0005474952094 
05-May-2016 09:32,201603,WESTERN EUROPE-EU,GERMANY,MANCHESTER,FRANKFURT MAIN, 33900 , 33658 , 242 , 31125 , 31125 , 0 , 8.91566265060241 
05-May-2016 09:32,201603,WESTERN EUROPE-EU,GERMANY,MANCHESTER,FRIEDRICHSHAFEN, 0 , 0 , 0 , 207 , 207 , 0 , 0 
05-May-2016 09:32,201603,WESTERN EUROPE-EU,GERMANY,MANCHESTER,HAMBURG, 11303 , 11303 , 0 , 10986 , 10986 , 0 , 2.88549062443109 
05-May-2016 09:32,201603,WESTERN EUROPE-EU,GERMANY,MANCHESTER,HANOVER, 4420 , 4420 , 0 , 3523 , 3523 , 0 , 25.4612546125461 
05-May-2016 09:32,201603,WESTERN EUROPE-EU,GERMANY,MANCHESTER,MUNICH, 29589 , 29589 , 0 , 27054 , 27054 , 0 , 9.37014859170548 
05-May-2016 09:32,201603,WESTERN EUROPE-EU,GERMANY,MANCHESTER,STUTTGART, 8090 , 7893 , 197 , 0 , 0 , 0 , 0 
05-May-2016 09:32,201603,WESTERN EUROPE-EU,GERMANY,NEWCASTLE,DUSSELDORF, 3443 , 3443 , 0 , 2970 , 2970 , 0 , 15.9259259259259 
05-May-2016 09:32,201603,WESTERN EUROPE-EU,GERMANY,SOUTHAMPTON,DUSSELDORF, 2287 , 2287 , 0 , 0 , 0 , 0 , 0 
05-May-2016 09:32,201603,WESTERN EUROPE-EU,GERMANY,SOUTHAMPTON,HAMBURG, 595 , 595 , 0 , 0 , 0 , 0 , 0 
05-May-2016 09:32,201603,WESTERN EUROPE-EU,GERMANY,SOUTHEND,BERLIN (SCHONEFELD), 0 , 0 , 0 , 5075 , 5075 , 0 , 0 
05-May-2016 09:32,201603,WESTERN EUROPE-EU,GERMANY,SOUTHEND,MUNSTER-OSNABRUCK, 0 , 0 , 0 , 1127 , 1127 , 0 , 0 
05-May-2016 09:32,201603,WESTERN EUROPE-EU,GERMANY,STANSTED,BERLIN (SCHONEFELD), 39782 , 39782 , 0 , 20358 , 20358 , 0 , 95.4121229983299 
05-May-2016 09:32,201603,WESTERN EUROPE-EU,GERMANY,STANSTED,BERLIN (TEGEL), 107 , 0 , 107 , 94 , 0 , 94 , 13.8297872340426 
05-May-2016 09:32,201603,WESTERN EUROPE-EU,GERMANY,STANSTED,BREMEN, 16533 , 16533 , 0 , 17094 , 17094 , 0 ,-3.28185328185328 
05-May-2016 09:32,201603,WESTERN EUROPE-EU,GERMANY,STANSTED,COLOGNE BONN, 39536 , 38864 , 672 , 29304 , 29304 , 0 , 34.9167349167349 
05-May-2016 09:32,201603,WESTERN EUROPE-EU,GERMANY,STANSTED,DORTMUND, 10206 , 10206 , 0 , 9135 , 9135 , 0 , 11.7241379310345 
05-May-2016 09:32,201603,WESTERN EUROPE-EU,GERMANY,STANSTED,DUSSELDORF, 0 , 0 , 0 , 6217 , 6217 , 0 , 0 
05-May-2016 09:32,201603,WESTERN EUROPE-EU,GERMANY,STANSTED,HAHN, 21999 , 21999 , 0 , 20250 , 20250 , 0 , 8.63703703703704 
05-May-2016 09:32,201603,WESTERN EUROPE-EU,GERMANY,STANSTED,HAMBURG, 241 , 241 , 0 , 0 , 0 , 0 , 0 
05-May-2016 09:32,201603,WESTERN EUROPE-EU,GERMANY,STANSTED,HANOVER, 5379 , 5379 , 0 , 9295 , 9295 , 0 ,-42.1301775147929 
05-May-2016 09:32,201603,WESTERN EUROPE-EU,GERMANY,STANSTED,KARLSRUHE/BADEN BADEN, 9215 , 9215 , 0 , 8711 , 8711 , 0 , 5.78578808403168 
05-May-2016 09:32,201603,WESTERN EUROPE-EU,GERMANY,STANSTED,LEIPZIG, 4207 , 4207 , 0 , 5206 , 5206 , 0 ,-19.1893968497887 
05-May-2016 09:32,201603,WESTERN EUROPE-EU,GERMANY,STANSTED,MEMMINGEN ALLGAU, 9273 , 9273 , 0 , 8936 , 8936 , 0 , 3.77126230975828 
05-May-2016 09:32,201603,WESTERN EUROPE-EU,GERMANY,STANSTED,MUNICH, 8940 , 8940 , 0 , 8934 , 8934 , 0 , 6.71591672263264E-02 
05-May-2016 09:32,201603,WESTERN EUROPE-EU,GERMANY,STANSTED,NIEDERRHEIN, 6985 , 6985 , 0 , 7666 , 7666 , 0 ,-8.88338116357944 
05-May-2016 09:32,201603,WESTERN EUROPE-EU,GERMANY,STANSTED,NUREMBERG, 10720 , 10720 , 0 , 10506 , 10506 , 0 , 2.03693127736531 
05-May-2016 09:32,201603,WESTERN EUROPE-EU,GERMANY,STANSTED,STUTTGART, 6148 , 6148 , 0 , 5635 , 5635 , 0 , 9.10381543921917 
05-May-2016 09:32,201603,WEST AFRICA,GHANA,GATWICK,ACCRA, 140 , 0 , 140 , 140 , 0 , 140 , 0 
05-May-2016 09:32,201603,WEST AFRICA,GHANA,HEATHROW,ACCRA, 18503 , 18503 , 0 , 17535 , 17535 , 0 , 5.5203877958369 
05-May-2016 09:32,201603,WESTERN EUROPE-EU,GIBRALTAR,BIRMINGHAM,GIBRALTAR, 3386 , 3386 , 0 , 2516 , 2516 , 0 , 34.5786963434022 
05-May-2016 09:32,201603,WESTERN EUROPE-EU,GIBRALTAR,BRISTOL,GIBRALTAR, 3946 , 3946 , 0 , 0 , 0 , 0 , 0 
05-May-2016 09:32,201603,WESTERN EUROPE-EU,GIBRALTAR,GATWICK,GIBRALTAR, 12343 , 12343 , 0 , 9383 , 9383 , 0 , 31.546413726953 
05-May-2016 09:32,201603,WESTERN EUROPE-EU,GIBRALTAR,HEATHROW,GIBRALTAR, 9942 , 9942 , 0 , 9667 , 9667 , 0 , 2.84472949208648 
05-May-2016 09:32,201603,WESTERN EUROPE-EU,GIBRALTAR,LUTON,GIBRALTAR, 4330 , 4330 , 0 , 4689 , 4689 , 0 ,-7.65621667732992 
05-May-2016 09:32,201603,WESTERN EUROPE-EU,GIBRALTAR,MANCHESTER,GIBRALTAR, 4572 , 4572 , 0 , 4744 , 4744 , 0 ,-3.6256323777403 
05-May-2016 09:32,201603,WESTERN EUROPE-EU,GREECE,BIRMINGHAM,ATHENS, 0 , 0 , 0 , 359 , 208 , 151 , 0 
05-May-2016 09:32,201603,WESTERN EUROPE-EU,GREECE,BIRMINGHAM,RHODES, 217 , 0 , 217 , 220 , 0 , 220 ,-1.36363636363636 
05-May-2016 09:32,201603,WESTERN EUROPE-EU,GREECE,BRISTOL,CHANIA, 438 , 438 , 0 , 210 , 210 , 0 , 108.571428571429 
05-May-2016 09:32,201603,WESTERN EUROPE-EU,GREECE,BRISTOL,HERAKLION, 597 , 0 , 597 , 0 , 0 , 0 , 0 
05-May-2016 09:32,201603,WESTERN EUROPE-EU,GREECE,DONCASTER SHEFFIELD,ANDRAVIDA, 0 , 0 , 0 , 45 , 0 , 45 , 0 
05-May-2016 09:32,201603,WESTERN EUROPE-EU,GREECE,EAST MIDLANDS INTERNATIONAL,CHANIA, 0 , 0 , 0 , 209 , 209 , 0 , 0 
05-May-2016 09:32,201603,WESTERN EUROPE-EU,GREECE,EAST MIDLANDS INTERNATIONAL,CORFU, 0 , 0 , 0 , 202 , 202 , 0 , 0 
05-May-2016 09:32,201603,WESTERN EUROPE-EU,GREECE,EAST MIDLANDS INTERNATIONAL,RHODES, 0 , 0 , 0 , 198 , 198 , 0 , 0 
05-May-2016 09:32,201603,WESTERN EUROPE-EU,GREECE,EDINBURGH,ATHENS, 3066 , 3066 , 0 , 3102 , 3102 , 0 ,-1.1605415860735 
05-May-2016 09:32,201603,WESTERN EUROPE-EU,GREECE,EDINBURGH,HERAKLION, 213 , 213 , 0 , 218 , 218 , 0 ,-2.29357798165138 
05-May-2016 09:32,201603,WESTERN EUROPE-EU,GREECE,GATWICK,ATHENS, 14879 , 14879 , 0 , 13570 , 13570 , 0 , 9.64627855563744 
05-May-2016 09:32,201603,WESTERN EUROPE-EU,GREECE,GATWICK,CHANIA, 671 , 671 , 0 , 442 , 442 , 0 , 51.8099547511312 
05-May-2016 09:32,201603,WESTERN EUROPE-EU,GREECE,GATWICK,CORFU, 1590 , 1590 , 0 , 689 , 689 , 0 , 130.769230769231 
05-May-2016 09:32,201603,WESTERN EUROPE-EU,GREECE,GATWICK,HERAKLION, 2479 , 1495 , 984 , 882 , 652 , 230 , 181.065759637188 
05-May-2016 09:32,201603,WESTERN EUROPE-EU,GREECE,GATWICK,KALAMATA, 254 , 254 , 0 , 211 , 211 , 0 , 20.3791469194313 
05-May-2016 09:32,201603,WESTERN EUROPE-EU,GREECE,GATWICK,KEFALLINIA, 212 , 212 , 0 , 241 , 241 , 0 ,-12.0331950207469 
05-May-2016 09:32,201603,WESTERN EUROPE-EU,GREECE,GATWICK,KOS, 0 , 0 , 0 , 184 , 184 , 0 , 0 
05-May-2016 09:32,201603,WESTERN EUROPE-EU,GREECE,GATWICK,RHODES, 1797 , 1110 , 687 , 191 , 0 , 191 , 840.837696335078 
05-May-2016 09:32,201603,WESTERN EUROPE-EU,GREECE,GATWICK,SALONIKA, 7177 , 7177 , 0 , 6424 , 6424 , 0 , 11.7216687422167 
05-May-2016 09:32,201603,WESTERN EUROPE-EU,GREECE,GATWICK,THIRA (SANTORINI), 925 , 925 , 0 , 276 , 276 , 0 , 235.144927536232 
05-May-2016 09:32,201603,WESTERN EUROPE-EU,GREECE,GATWICK,ZAKINTHOS, 501 , 501 , 0 , 230 , 230 , 0 , 117.826086956522 
05-May-2016 09:32,201603,WESTERN EUROPE-EU,GREECE,GLASGOW,KOS, 0 , 0 , 0 , 176 , 176 , 0 , 0 
05-May-2016 09:32,201603,WESTERN EUROPE-EU,GREECE,HEATHROW,ATHENS, 50463 , 50463 , 0 , 47795 , 47795 , 0 , 5.58217386755937 
05-May-2016 09:32,201603,WESTERN EUROPE-EU,GREECE,LEEDS BRADFORD,CHANIA, 0 , 0 , 0 , 210 , 210 , 0 , 0 
05-May-2016 09:32,201603,WESTERN EUROPE-EU,GREECE,LUTON,CORFU, 210 , 210 , 0 , 661 , 661 , 0 ,-68.2299546142209 
05-May-2016 09:32,201603,WESTERN EUROPE-EU,GREECE,LUTON,HERAKLION, 189 , 184 , 5 , 364 , 364 , 0 ,-48.0769230769231 
05-May-2016 09:32,201603,WESTERN EUROPE-EU,GREECE,MANCHESTER,ATHENS, 6140 , 6140 , 0 , 6166 , 6166 , 0 ,-0.42166720726565 
05-May-2016 09:32,201603,WESTERN EUROPE-EU,GREECE,MANCHESTER,CHANIA, 1048 , 1048 , 0 , 387 , 387 , 0 , 170.801033591731 
05-May-2016 09:32,201603,WESTERN EUROPE-EU,GREECE,MANCHESTER,CORFU, 231 , 231 , 0 , 410 , 410 , 0 ,-43.6585365853659 
05-May-2016 09:32,201603,WESTERN EUROPE-EU,GREECE,MANCHESTER,HERAKLION, 1292 , 269 , 1023 , 612 , 212 , 400 , 111.111111111111 
05-May-2016 09:32,201603,WESTERN EUROPE-EU,GREECE,MANCHESTER,RHODES, 382 , 0 , 382 , 221 , 0 , 221 , 72.8506787330317 
05-May-2016 09:32,201603,WESTERN EUROPE-EU,GREECE,MANCHESTER,SALONIKA, 2667 , 2667 , 0 , 2331 , 2331 , 0 , 14.4144144144144 
05-May-2016 09:32,201603,WESTERN EUROPE-EU,GREECE,STANSTED,ATHENS, 20693 , 20693 , 0 , 19450 , 19450 , 0 , 6.39074550128535 
05-May-2016 09:32,201603,WESTERN EUROPE-EU,GREECE,STANSTED,CHANIA, 1076 , 1076 , 0 , 198 , 198 , 0 , 443.434343434343 
05-May-2016 09:32,201603,WESTERN EUROPE-EU,GREECE,STANSTED,CORFU, 0 , 0 , 0 , 187 , 187 , 0 , 0 
05-May-2016 09:32,201603,WESTERN EUROPE-EU,GREECE,STANSTED,KOS, 0 , 0 , 0 , 188 , 188 , 0 , 0 
05-May-2016 09:32,201603,WESTERN EUROPE-EU,GREECE,STANSTED,RHODES, 1978 , 1978 , 0 , 202 , 202 , 0 , 879.207920792079 
05-May-2016 09:32,201603,WESTERN EUROPE-EU,GREECE,STANSTED,SALONIKA, 7816 , 7816 , 0 , 8526 , 8526 , 0 ,-8.32746891860192 
05-May-2016 09:32,201603,CARIBBEAN AREA,GRENADA,GATWICK,GRENADA, 8643 , 8643 , 0 , 8461 , 8461 , 0 , 2.151045975653 
05-May-2016 09:32,201603,FAR EAST,HONG KONG,HEATHROW,HONG KONG (CHEK LAP KOK), 131244 , 131244 , 0 , 134938 , 134938 , 0 ,-2.73755354310869 
05-May-2016 09:32,201603,FAR EAST,HONG KONG,MANCHESTER,HONG KONG (CHEK LAP KOK), 10858 , 10858 , 0 , 10808 , 10808 , 0 , 0.462620281273131 
05-May-2016 09:32,201603,EASTERN EUROPE-EU,HUNGARY,BIRMINGHAM,BUDAPEST, 3557 , 3557 , 0 , 0 , 0 , 0 , 0 
05-May-2016 09:32,201603,EASTERN EUROPE-EU,HUNGARY,BRISTOL,BUDAPEST, 5074 , 5074 , 0 , 4552 , 4552 , 0 , 11.4674868189807 
05-May-2016 09:32,201603,EASTERN EUROPE-EU,HUNGARY,EAST MIDLANDS INTERNATIONAL,BUDAPEST, 2312 , 2312 , 0 , 2479 , 2479 , 0 ,-6.73658733360226 
05-May-2016 09:32,201603,EASTERN EUROPE-EU,HUNGARY,EDINBURGH,BUDAPEST, 2654 , 2654 , 0 , 2496 , 2496 , 0 , 6.3301282051282 
05-May-2016 09:32,201603,EASTERN EUROPE-EU,HUNGARY,GATWICK,BUDAPEST, 18733 , 18733 , 0 , 16126 , 16126 , 0 , 16.1664392905866 
05-May-2016 09:32,201603,EASTERN EUROPE-EU,HUNGARY,GLASGOW,BUDAPEST, 3301 , 3301 , 0 , 0 , 0 , 0 , 0 
05-May-2016 09:32,201603,EASTERN EUROPE-EU,HUNGARY,HEATHROW,BUDAPEST, 23816 , 23816 , 0 , 24713 , 24713 , 0 ,-3.62966859547607 
05-May-2016 09:32,201603,EASTERN EUROPE-EU,HUNGARY,LEEDS BRADFORD,BUDAPEST, 2273 , 2273 , 0 , 2524 , 2524 , 0 ,-9.9445324881141 
05-May-2016 09:32,201603,EASTERN EUROPE-EU,HUNGARY,LIVERPOOL (JOHN LENNON),BUDAPEST, 931 , 931 , 0 , 0 , 0 , 0 , 0 
05-May-2016 09:32,201603,EASTERN EUROPE-EU,HUNGARY,LUTON,BUDAPEST, 48293 , 48293 , 0 , 34479 , 34479 , 0 , 40.0649670814119 
