 1 Centrale kraftværker DK1
 2 Centrale kraftværker DK2
 3 Decentrale kraftværker DK1
 4 Decentrale kraftværker DK2
 5 Vindmøller DK1
 6 Vindmøller DK2
 7 Udveksling Jylland-Norge
 8 Udveksling Jylland-Sverige
 9 Udveksling Jylland-Tyskland
10 Udveksling Sjælland-Sverige
11 Udveksling Sjælland-Tyskland
12 Udveksling Bornholm-Sverige
13 Udveksling Fyn-Sjaelland
14 Temperatur i Malling
15 Vindhastighed i Malling
16 CO2 udledning
17 Havmøller DK
18 Landmøller DK
19 Solceller DK1
20 Solceller DK2
 
Dato og tid      ;      1 ;      2 ;      3 ;      4 ;      5 ;      6 ;      7 ;      8 ;      9 ;     10 ;     11 ;     12 ;     13 ;     14 ;     15 ;     16 ;     17 ;     18 ;     19 ;     20 ;
2016-06-09 09:35 ;    912 ;     21 ;    357 ;    104 ;    146 ;      2 ;   1431 ;   -145 ;    303 ;    448 ;    337 ;     23 ;   -590 ;     19 ;      3 ;    262 ;     32 ;    117 ;    248 ;    132 ;
2016-06-09 09:40 ;    912 ;     21 ;    360 ;    105 ;    148 ;      3 ;   1431 ;   -145 ;    310 ;    444 ;    337 ;     23 ;   -590 ;     20 ;      3 ;    261 ;     32 ;    118 ;    253 ;    139 ;
2016-06-09 09:45 ;    909 ;     20 ;    362 ;    103 ;    170 ;      2 ;   1431 ;   -145 ;    283 ;    442 ;    337 ;     23 ;   -590 ;     19 ;      3 ;    258 ;     36 ;    136 ;    264 ;    140 ;
2016-06-09 09:50 ;    912 ;     17 ;    353 ;    104 ;    169 ;      2 ;   1431 ;   -173 ;    304 ;    456 ;    337 ;     22 ;   -590 ;     20 ;      3 ;    260 ;     40 ;    132 ;    264 ;    135 ;
2016-06-09 09:55 ;    913 ;     19 ;    350 ;    104 ;    196 ;      3 ;   1431 ;   -204 ;    319 ;    456 ;    338 ;     21 ;   -590 ;     21 ;      3 ;    260 ;     44 ;    155 ;    281 ;    142 ;
2016-06-09 10:00 ;    910 ;     17 ;    358 ;    103 ;    195 ;      4 ;   1431 ;   -302 ;    400 ;    436 ;    364 ;     23 ;   -591 ;     21 ;      2 ;    271 ;     46 ;    152 ;    293 ;    133 ;
2016-06-09 10:05 ;    907 ;     14 ;    353 ;    103 ;    209 ;      3 ;   1431 ;   -404 ;    488 ;    389 ;    400 ;     26 ;   -590 ;     20 ;      4 ;    283 ;     49 ;    164 ;    295 ;    136 ;
2016-06-09 10:10 ;    908 ;     14 ;    354 ;    103 ;    213 ;      4 ;   1431 ;   -457 ;    551 ;    382 ;    401 ;     26 ;   -590 ;     19 ;      2 ;    287 ;     49 ;    168 ;    299 ;    141 ;
2016-06-09 10:15 ;    908 ;     14 ;    353 ;    102 ;    228 ;      3 ;   1431 ;   -507 ;    571 ;    374 ;    401 ;     26 ;   -590 ;     19 ;      2 ;    288 ;     49 ;    182 ;    305 ;    142 ;
2016-06-09 10:20 ;    912 ;     13 ;    345 ;    104 ;    221 ;      4 ;   1431 ;   -512 ;    570 ;    373 ;    401 ;     26 ;   -590 ;     20 ;      3 ;    288 ;     56 ;    170 ;    308 ;    150 ;
2016-06-09 10:25 ;    912 ;     13 ;    352 ;    106 ;    253 ;      5 ;   1431 ;   -513 ;    556 ;    368 ;    401 ;     26 ;   -590 ;     20 ;      3 ;    285 ;     60 ;    198 ;    310 ;    142 ;
2016-06-09 10:30 ;    911 ;     13 ;    351 ;    107 ;    253 ;      5 ;   1431 ;   -508 ;    544 ;    380 ;    401 ;     26 ;   -590 ;     20 ;      5 ;    284 ;     62 ;    196 ;    312 ;    140 ;
2016-06-09 10:35 ;    910 ;     13 ;    349 ;    107 ;    264 ;      5 ;   1431 ;   -547 ;    558 ;    372 ;    401 ;     26 ;   -590 ;     20 ;      2 ;    284 ;     61 ;    208 ;    322 ;    145 ;
2016-06-09 10:40 ;    910 ;     14 ;    351 ;    108 ;    272 ;      5 ;   1431 ;   -548 ;    563 ;    374 ;    401 ;     26 ;   -590 ;     20 ;      2 ;    282 ;     65 ;    212 ;    331 ;    162 ;
2016-06-09 10:45 ;    908 ;     13 ;    354 ;    107 ;    283 ;      5 ;   1432 ;   -548 ;    539 ;    368 ;    401 ;     26 ;   -590 ;     20 ;      2 ;    281 ;     69 ;    219 ;    323 ;    161 ;
2016-06-09 10:50 ;    908 ;     13 ;    351 ;    107 ;    299 ;      4 ;   1431 ;   -551 ;    515 ;    367 ;    401 ;     26 ;   -590 ;     21 ;      5 ;    278 ;     73 ;    230 ;    325 ;    178 ;
2016-06-09 10:55 ;    907 ;     13 ;    352 ;    108 ;    322 ;      5 ;   1432 ;   -552 ;    514 ;    366 ;    401 ;     25 ;   -591 ;     20 ;      4 ;    276 ;     75 ;    251 ;    334 ;    170 ;
2016-06-09 11:00 ;    913 ;     13 ;    352 ;    108 ;    322 ;      4 ;   1431 ;   -559 ;    516 ;    294 ;    481 ;     25 ;   -591 ;     20 ;      3 ;    282 ;     77 ;    249 ;    343 ;    156 ;
2016-06-09 11:05 ;    911 ;     14 ;    344 ;    107 ;    335 ;      4 ;   1430 ;   -560 ;    519 ;    186 ;    582 ;     24 ;   -590 ;     20 ;      4 ;    286 ;     76 ;    263 ;    347 ;    168 ;
2016-06-09 11:10 ;    912 ;     14 ;    336 ;    107 ;    331 ;      5 ;   1431 ;   -560 ;    507 ;    211 ;    584 ;     24 ;   -591 ;     21 ;      4 ;    286 ;     80 ;    256 ;    343 ;    161 ;
2016-06-09 11:15 ;    911 ;     15 ;    337 ;    109 ;    348 ;      4 ;   1431 ;   -561 ;    499 ;    193 ;    584 ;     25 ;   -590 ;     21 ;      3 ;    285 ;     81 ;    270 ;    351 ;    157 ;
2016-06-09 11:20 ;    908 ;     15 ;    337 ;    111 ;    371 ;      5 ;   1432 ;   -560 ;    469 ;    206 ;    584 ;     24 ;   -590 ;     20 ;      3 ;    281 ;     79 ;    297 ;    353 ;    160 ;
2016-06-09 11:25 ;    906 ;     15 ;    335 ;    108 ;    378 ;      4 ;   1430 ;   -560 ;    479 ;    183 ;    584 ;     24 ;   -591 ;     20 ;      3 ;    281 ;     86 ;    296 ;    357 ;    162 ;
2016-06-09 11:30 ;    909 ;     15 ;    335 ;    110 ;    399 ;      6 ;   1430 ;   -622 ;    494 ;    183 ;    584 ;     24 ;   -590 ;     20 ;      3 ;    281 ;     86 ;    318 ;    356 ;    171 ;
2016-06-09 11:35 ;    911 ;     15 ;    335 ;    109 ;    393 ;      8 ;   1431 ;   -626 ;    492 ;    179 ;    584 ;     24 ;   -590 ;     21 ;      3 ;    281 ;     88 ;    313 ;    364 ;    169 ;
2016-06-09 11:40 ;    917 ;     15 ;    337 ;    109 ;    410 ;     14 ;   1431 ;   -626 ;    464 ;    185 ;    584 ;     23 ;   -589 ;     21 ;      3 ;    278 ;     87 ;    337 ;    367 ;    175 ;
2016-06-09 11:45 ;    914 ;     15 ;    336 ;    109 ;    426 ;     15 ;   1431 ;   -704 ;    518 ;    184 ;    584 ;     23 ;   -590 ;     20 ;      4 ;    281 ;     95 ;    347 ;    364 ;    170 ;
2016-06-09 11:50 ;    912 ;     15 ;    336 ;    107 ;    438 ;     17 ;   1431 ;   -705 ;    486 ;    179 ;    584 ;     23 ;   -590 ;     20 ;      3 ;    279 ;    103 ;    352 ;    369 ;    166 ;
2016-06-09 11:55 ;    911 ;     15 ;    341 ;    107 ;    454 ;     16 ;   1431 ;   -704 ;    485 ;    223 ;    534 ;     23 ;   -590 ;     20 ;      3 ;    274 ;    101 ;    369 ;    374 ;    172 ;
2016-06-09 12:00 ;    908 ;     15 ;    341 ;    108 ;    466 ;     17 ;   1351 ;   -737 ;    558 ;    339 ;    409 ;     22 ;   -590 ;     21 ;      3 ;    274 ;    102 ;    380 ;    374 ;    179 ;
2016-06-09 12:05 ;    906 ;     16 ;    325 ;    108 ;    464 ;     19 ;   1258 ;   -742 ;    657 ;    474 ;    265 ;     22 ;   -590 ;     22 ;      5 ;    275 ;    108 ;    374 ;    379 ;    175 ;
2016-06-09 12:10 ;    907 ;     16 ;    310 ;    109 ;    485 ;     16 ;   1258 ;   -742 ;    661 ;    524 ;    216 ;     23 ;   -593 ;     21 ;      4 ;    272 ;    117 ;    383 ;    355 ;    173 ;
2016-06-09 12:15 ;    908 ;     15 ;    304 ;    108 ;    506 ;     17 ;   1260 ;   -742 ;    636 ;    521 ;    212 ;     22 ;   -590 ;     22 ;      5 ;    268 ;    120 ;    404 ;    372 ;    173 ;
2016-06-09 12:20 ;    911 ;     15 ;    299 ;    109 ;    504 ;     16 ;   1259 ;   -743 ;    622 ;    515 ;    212 ;     22 ;   -590 ;     22 ;      6 ;    269 ;    123 ;    396 ;    367 ;    173 ;
2016-06-09 12:25 ;    908 ;     16 ;    296 ;    109 ;    493 ;     15 ;   1259 ;   -742 ;    628 ;    505 ;    212 ;     21 ;   -590 ;     22 ;      5 ;    268 ;    128 ;    380 ;    365 ;    192 ;
2016-06-09 12:30 ;    901 ;     14 ;    291 ;    110 ;    537 ;     17 ;   1226 ;   -743 ;    666 ;    518 ;    212 ;     21 ;   -590 ;     21 ;      6 ;    268 ;    142 ;    413 ;    368 ;    191 ;
2016-06-09 12:35 ;    897 ;     15 ;    285 ;    109 ;    551 ;     14 ;   1225 ;   -741 ;    672 ;    513 ;    212 ;     21 ;   -590 ;     22 ;      3 ;    267 ;    152 ;    413 ;    366 ;    192 ;
2016-06-09 12:40 ;    881 ;     15 ;    281 ;    109 ;    553 ;     17 ;   1226 ;   -742 ;    695 ;    520 ;    212 ;     21 ;   -591 ;     21 ;      5 ;    266 ;    166 ;    404 ;    377 ;    190 ;
2016-06-09 12:45 ;    882 ;     15 ;    276 ;    109 ;    582 ;     18 ;   1225 ;   -742 ;    681 ;    526 ;    212 ;     21 ;   -590 ;     21 ;      3 ;    264 ;    179 ;    420 ;    388 ;    171 ;
2016-06-09 12:50 ;    859 ;     15 ;    277 ;    109 ;    601 ;     19 ;   1225 ;   -743 ;    692 ;    525 ;    212 ;     21 ;   -591 ;     22 ;      3 ;    262 ;    192 ;    428 ;    370 ;    172 ;
2016-06-09 12:55 ;    835 ;     14 ;    279 ;    108 ;    604 ;     18 ;   1225 ;   -742 ;    711 ;    527 ;    212 ;     20 ;   -591 ;     22 ;      4 ;    259 ;    204 ;    417 ;    373 ;    180 ;
2016-06-09 13:00 ;    799 ;     15 ;    278 ;    109 ;    637 ;     19 ;   1230 ;   -742 ;    693 ;    511 ;    240 ;     22 ;   -591 ;     22 ;      4 ;    253 ;    214 ;    442 ;    381 ;    173 ;
2016-06-09 13:05 ;    785 ;     14 ;    275 ;    109 ;    648 ;     18 ;   1230 ;   -742 ;    674 ;    471 ;    269 ;     22 ;   -590 ;     22 ;      7 ;    251 ;    218 ;    448 ;    380 ;    193 ;
2016-06-09 13:10 ;    780 ;     15 ;    274 ;    109 ;    664 ;     19 ;   1229 ;   -742 ;    650 ;    472 ;    272 ;     22 ;   -590 ;     22 ;      4 ;    248 ;    228 ;    455 ;    385 ;    190 ;
2016-06-09 13:15 ;    775 ;     15 ;    272 ;    107 ;    678 ;     16 ;   1231 ;   -743 ;    661 ;    476 ;    272 ;     21 ;   -591 ;     21 ;      4 ;    247 ;    236 ;    457 ;    382 ;    189 ;
2016-06-09 13:20 ;    767 ;     15 ;    270 ;    108 ;    695 ;     23 ;   1230 ;   -742 ;    648 ;    460 ;    272 ;     21 ;   -591 ;     22 ;      5 ;    244 ;    244 ;    473 ;    383 ;    196 ;
2016-06-09 13:25 ;    756 ;     15 ;    264 ;    109 ;    716 ;     23 ;   1232 ;   -742 ;    667 ;    458 ;    272 ;     20 ;   -591 ;     21 ;      8 ;    244 ;    254 ;    485 ;    369 ;    187 ;
2016-06-09 13:30 ;    747 ;     14 ;    265 ;    108 ;    693 ;     26 ;   1231 ;   -742 ;    654 ;    455 ;    272 ;     20 ;   -590 ;     22 ;      5 ;    243 ;    252 ;    466 ;    376 ;    189 ;
2016-06-09 13:35 ;    743 ;     15 ;    266 ;    108 ;    705 ;     24 ;   1234 ;   -742 ;    636 ;    447 ;    272 ;     19 ;   -590 ;     22 ;      5 ;    242 ;    275 ;    454 ;    368 ;    186 ;
2016-06-09 13:40 ;    744 ;     15 ;    265 ;    108 ;    737 ;     22 ;   1239 ;   -742 ;    645 ;    433 ;    272 ;     18 ;   -590 ;     22 ;      4 ;    240 ;    287 ;    472 ;    375 ;    193 ;
2016-06-09 13:45 ;    744 ;     15 ;    262 ;     95 ;    769 ;     23 ;   1238 ;   -742 ;    616 ;    455 ;    272 ;     19 ;   -590 ;     23 ;      4 ;    236 ;    299 ;    493 ;    378 ;    183 ;
2016-06-09 13:50 ;    742 ;     15 ;    262 ;     95 ;    755 ;     26 ;   1242 ;   -741 ;    601 ;    448 ;    272 ;     19 ;   -590 ;     22 ;      5 ;    235 ;    306 ;    476 ;    378 ;    191 ;
2016-06-09 13:55 ;    745 ;     15 ;    263 ;     96 ;    773 ;     25 ;   1242 ;   -743 ;    577 ;    446 ;    296 ;     18 ;   -591 ;     22 ;      3 ;    235 ;    308 ;    491 ;    366 ;    193 ;
2016-06-09 14:00 ;    749 ;     15 ;    264 ;     95 ;    776 ;     27 ;   1278 ;   -741 ;    528 ;    292 ;    424 ;     18 ;   -590 ;     22 ;      5 ;    240 ;    312 ;    491 ;    359 ;    180 ;
2016-06-09 14:05 ;    749 ;     15 ;    264 ;     93 ;    786 ;     26 ;   1318 ;   -743 ;    438 ;    168 ;    563 ;     18 ;   -590 ;     22 ;      4 ;    240 ;    329 ;    483 ;    365 ;    189 ;
2016-06-09 14:10 ;    748 ;     15 ;    265 ;     93 ;    803 ;     28 ;   1320 ;   -742 ;    415 ;    137 ;    600 ;     18 ;   -590 ;     22 ;      7 ;    239 ;    332 ;    499 ;    377 ;    188 ;
2016-06-09 14:15 ;    746 ;     15 ;    265 ;     93 ;    832 ;     30 ;   1320 ;   -742 ;    399 ;    116 ;    600 ;     18 ;   -590 ;     22 ;      7 ;    238 ;    341 ;    520 ;    356 ;    181 ;
2016-06-09 14:20 ;    744 ;     14 ;    266 ;     93 ;    842 ;     29 ;   1320 ;   -742 ;    373 ;    141 ;    600 ;     18 ;   -590 ;     22 ;      4 ;    235 ;    343 ;    528 ;    355 ;    191 ;
2016-06-09 14:25 ;    741 ;     15 ;    267 ;     92 ;    867 ;     30 ;   1320 ;   -742 ;    375 ;    135 ;    600 ;     17 ;   -590 ;     23 ;      6 ;    234 ;    351 ;    546 ;    346 ;    191 ;
2016-06-09 14:30 ;    741 ;     15 ;    268 ;     92 ;    890 ;     30 ;   1322 ;   -742 ;    353 ;    133 ;    600 ;     16 ;   -590 ;     23 ;      6 ;    231 ;    353 ;    567 ;    357 ;    188 ;
2016-06-09 14:35 ;    743 ;     15 ;    272 ;     93 ;    895 ;     27 ;   1321 ;   -742 ;    319 ;    132 ;    600 ;     16 ;   -590 ;     23 ;      8 ;    230 ;    355 ;    567 ;    356 ;    192 ;
2016-06-09 14:40 ;    733 ;     15 ;    276 ;     92 ;    896 ;     34 ;   1322 ;   -743 ;    332 ;    113 ;    600 ;     16 ;   -590 ;     23 ;      6 ;    230 ;    344 ;    587 ;    345 ;    186 ;
2016-06-09 14:45 ;    728 ;     15 ;    279 ;     92 ;    900 ;     37 ;   1321 ;   -742 ;    334 ;    129 ;    600 ;     16 ;   -591 ;     24 ;      4 ;    229 ;    346 ;    592 ;    358 ;    181 ;
2016-06-09 14:50 ;    733 ;     14 ;    282 ;     92 ;    947 ;     37 ;   1321 ;   -742 ;    327 ;    113 ;    600 ;     16 ;   -591 ;     23 ;      5 ;    227 ;    348 ;    635 ;    346 ;    184 ;
2016-06-09 14:55 ;    711 ;     14 ;    288 ;     93 ;    956 ;     41 ;   1326 ;   -742 ;    313 ;    117 ;    600 ;     15 ;   -591 ;     23 ;      4 ;    223 ;    348 ;    649 ;    351 ;    178 ;
2016-06-09 15:00 ;    693 ;     15 ;    292 ;     92 ;    948 ;     42 ;   1394 ;   -743 ;    256 ;    113 ;    599 ;     15 ;   -590 ;     23 ;      7 ;    217 ;    336 ;    654 ;    336 ;    177 ;
2016-06-09 15:05 ;    649 ;     15 ;    294 ;     93 ;    970 ;     39 ;   1400 ;   -743 ;    185 ;     94 ;    600 ;     16 ;   -590 ;     23 ;      5 ;    208 ;    345 ;    665 ;    334 ;    175 ;
2016-06-09 15:10 ;    625 ;     14 ;    293 ;     93 ;    996 ;     39 ;   1399 ;   -742 ;    174 ;     99 ;    600 ;     16 ;   -590 ;     24 ;      8 ;    204 ;    353 ;    682 ;    342 ;    172 ;
2016-06-09 15:15 ;    615 ;     14 ;    292 ;     92 ;   1009 ;     42 ;   1398 ;   -743 ;    179 ;     83 ;    600 ;     15 ;   -590 ;     23 ;      6 ;    202 ;    364 ;    687 ;    343 ;    171 ;
2016-06-09 15:20 ;    610 ;     14 ;    295 ;     92 ;   1025 ;     42 ;   1400 ;   -742 ;    156 ;     73 ;    600 ;     16 ;   -590 ;     23 ;      7 ;    200 ;    356 ;    711 ;    340 ;    169 ;
2016-06-09 15:25 ;    611 ;     14 ;    297 ;     92 ;   1021 ;     47 ;   1313 ;   -742 ;    217 ;     74 ;    600 ;     15 ;   -590 ;     23 ;      8 ;    207 ;    368 ;    700 ;    337 ;    165 ;
2016-06-09 15:30 ;    608 ;     15 ;    298 ;     92 ;   1024 ;     41 ;   1283 ;   -742 ;    238 ;     81 ;    600 ;     15 ;   -590 ;     23 ;      8 ;    209 ;    361 ;    704 ;    333 ;    167 ;
2016-06-09 15:35 ;    609 ;     14 ;    298 ;     92 ;   1067 ;     45 ;   1283 ;   -742 ;    204 ;     76 ;    600 ;     15 ;   -590 ;     23 ;      5 ;    205 ;    370 ;    743 ;    340 ;    158 ;
2016-06-09 15:40 ;    613 ;     14 ;    298 ;     91 ;   1056 ;     45 ;   1282 ;   -742 ;    194 ;     75 ;    600 ;     15 ;   -590 ;     22 ;      6 ;    206 ;    366 ;    735 ;    331 ;    152 ;
2016-06-09 15:45 ;    613 ;     14 ;    296 ;     88 ;   1066 ;     49 ;   1283 ;   -742 ;    163 ;     80 ;    600 ;     15 ;   -590 ;     22 ;      9 ;    203 ;    372 ;    742 ;    334 ;    165 ;
2016-06-09 15:50 ;    608 ;     14 ;    294 ;     88 ;   1085 ;     52 ;   1282 ;   -742 ;    166 ;     65 ;    600 ;     16 ;   -590 ;     22 ;      7 ;    202 ;    382 ;    754 ;    332 ;    158 ;
2016-06-09 15:55 ;    588 ;     14 ;    297 ;     89 ;   1087 ;     53 ;   1282 ;   -742 ;    165 ;     68 ;    600 ;     16 ;   -590 ;     22 ;      7 ;    200 ;    387 ;    752 ;    317 ;    161 ;
2016-06-09 16:00 ;    571 ;     13 ;    298 ;     89 ;   1096 ;     50 ;   1273 ;   -743 ;    164 ;     56 ;    600 ;     17 ;   -591 ;     23 ;      6 ;    197 ;    387 ;    759 ;    330 ;    161 ;
2016-06-09 16:05 ;    555 ;     14 ;    296 ;     88 ;   1117 ;     54 ;   1273 ;   -742 ;    141 ;     53 ;    600 ;     16 ;   -590 ;     23 ;      8 ;    194 ;    391 ;    781 ;    320 ;    156 ;
2016-06-09 16:10 ;    537 ;     14 ;    292 ;     88 ;   1160 ;     66 ;   1273 ;   -742 ;    153 ;     63 ;    600 ;     16 ;   -591 ;     22 ;      9 ;    190 ;    403 ;    823 ;    323 ;    154 ;
2016-06-09 16:15 ;    524 ;     14 ;    290 ;     78 ;   1169 ;     69 ;   1273 ;   -742 ;    154 ;     61 ;    600 ;     16 ;   -590 ;     22 ;      8 ;    188 ;    414 ;    824 ;    311 ;    150 ;
2016-06-09 16:20 ;    517 ;     14 ;    289 ;     79 ;   1150 ;     70 ;   1273 ;   -742 ;    171 ;     67 ;    600 ;     16 ;   -590 ;     22 ;     10 ;    188 ;    412 ;    808 ;    316 ;    152 ;
2016-06-09 16:25 ;    522 ;     13 ;    290 ;     79 ;   1194 ;     66 ;   1273 ;   -743 ;    133 ;     84 ;    600 ;     16 ;   -590 ;     22 ;      9 ;    186 ;    429 ;    831 ;    300 ;    145 ;
2016-06-09 16:30 ;    521 ;     14 ;    290 ;     77 ;   1225 ;     69 ;   1273 ;   -743 ;    170 ;     90 ;    600 ;     16 ;   -590 ;     22 ;      8 ;    186 ;    439 ;    854 ;    307 ;    143 ;
2016-06-09 16:35 ;    520 ;     13 ;    292 ;     77 ;   1222 ;     75 ;   1274 ;   -742 ;    151 ;     80 ;    600 ;     16 ;   -590 ;     22 ;      9 ;    185 ;    430 ;    868 ;    304 ;    140 ;
2016-06-09 16:40 ;    515 ;     13 ;    291 ;     77 ;   1258 ;     71 ;   1273 ;   -742 ;    157 ;     88 ;    600 ;     17 ;   -591 ;     21 ;      5 ;    184 ;    431 ;    898 ;    302 ;    134 ;
2016-06-09 16:45 ;    541 ;     13 ;    293 ;     76 ;   1257 ;     67 ;   1272 ;   -741 ;    140 ;    105 ;    600 ;     17 ;   -591 ;     21 ;      6 ;    187 ;    426 ;    899 ;    298 ;    125 ;
2016-06-09 16:50 ;    548 ;     14 ;    292 ;     76 ;   1266 ;     79 ;   1269 ;   -742 ;    147 ;    104 ;    600 ;     18 ;   -590 ;     22 ;      9 ;    188 ;    422 ;    923 ;    284 ;    126 ;
2016-06-09 16:55 ;    583 ;     14 ;    295 ;     76 ;   1295 ;     71 ;   1270 ;   -742 ;    124 ;    115 ;    600 ;     17 ;   -590 ;     22 ;      8 ;    189 ;    412 ;    954 ;    287 ;    124 ;
2016-06-09 17:00 ;    637 ;     13 ;    293 ;     77 ;   1285 ;     76 ;   1268 ;   -742 ;     50 ;    116 ;    600 ;     18 ;   -590 ;     22 ;      9 ;    193 ;    408 ;    954 ;    284 ;    127 ;
2016-06-09 17:05 ;    681 ;     13 ;    293 ;     76 ;   1315 ;     73 ;   1266 ;   -742 ;      2 ;    120 ;    600 ;     18 ;   -590 ;     21 ;      9 ;    196 ;    390 ;    999 ;    270 ;    122 ;
2016-06-09 17:10 ;    701 ;     13 ;    291 ;     77 ;   1275 ;     72 ;   1267 ;   -742 ;    -54 ;    147 ;    600 ;     19 ;   -590 ;     21 ;      9 ;    197 ;    352 ;    995 ;    264 ;    117 ;
2016-06-09 17:15 ;    739 ;     13 ;    291 ;     76 ;   1303 ;     70 ;   1267 ;   -743 ;    -96 ;    147 ;    600 ;     19 ;   -590 ;     21 ;      6 ;    200 ;    372 ;   1001 ;    258 ;    107 ;
2016-06-09 17:20 ;    770 ;     13 ;    291 ;     80 ;   1344 ;     64 ;   1268 ;   -741 ;    -95 ;    157 ;    600 ;     20 ;   -590 ;     22 ;      9 ;    202 ;    365 ;   1042 ;    259 ;    107 ;
2016-06-09 17:25 ;    799 ;     13 ;    291 ;     79 ;   1358 ;     67 ;   1199 ;   -742 ;    -73 ;    157 ;    600 ;     19 ;   -591 ;     21 ;      9 ;    208 ;    377 ;   1049 ;    245 ;    106 ;
2016-06-09 17:30 ;    818 ;     13 ;    291 ;     81 ;   1382 ;     71 ;   1194 ;   -742 ;   -105 ;    183 ;    600 ;     20 ;   -590 ;     21 ;      8 ;    208 ;    375 ;   1078 ;    239 ;    103 ;
2016-06-09 17:35 ;    824 ;     13 ;    292 ;     81 ;   1352 ;     72 ;   1193 ;   -742 ;    -58 ;    153 ;    600 ;     20 ;   -590 ;     21 ;      9 ;    213 ;    366 ;   1058 ;    236 ;    102 ;
2016-06-09 17:40 ;    833 ;     13 ;    291 ;     81 ;   1364 ;     76 ;   1193 ;   -742 ;    -95 ;    160 ;    600 ;     20 ;   -590 ;     21 ;      6 ;    212 ;    373 ;   1067 ;    229 ;     96 ;
2016-06-09 17:45 ;    833 ;     13 ;    292 ;     82 ;   1411 ;     73 ;   1199 ;   -743 ;   -127 ;    185 ;    600 ;     20 ;   -590 ;     21 ;      4 ;    209 ;    357 ;   1127 ;    219 ;     90 ;
2016-06-09 17:50 ;    823 ;     13 ;    290 ;     82 ;   1452 ;     78 ;   1204 ;   -743 ;   -135 ;    190 ;    600 ;     20 ;   -590 ;     20 ;      8 ;    205 ;    367 ;   1163 ;    210 ;     92 ;
2016-06-09 17:55 ;    803 ;     13 ;    290 ;     83 ;   1456 ;     76 ;   1195 ;   -742 ;    -82 ;    195 ;    600 ;     21 ;   -590 ;     20 ;      4 ;    206 ;    355 ;   1177 ;    204 ;     90 ;
2016-06-09 18:00 ;    759 ;     13 ;    290 ;     82 ;   1473 ;     71 ;   1191 ;   -743 ;    -63 ;    189 ;    600 ;     21 ;   -590 ;     20 ;      4 ;    202 ;    364 ;   1180 ;    197 ;     86 ;
2016-06-09 18:05 ;    704 ;     13 ;    291 ;     83 ;   1489 ;     77 ;   1190 ;   -743 ;    -59 ;    183 ;    600 ;     21 ;   -590 ;     20 ;      9 ;    195 ;    360 ;   1205 ;    192 ;     80 ;
2016-06-09 18:10 ;    693 ;     13 ;    289 ;     82 ;   1460 ;     82 ;   1191 ;   -742 ;    -61 ;    176 ;    600 ;     21 ;   -591 ;     20 ;      8 ;    196 ;    357 ;   1185 ;    181 ;     74 ;
2016-06-09 18:15 ;    678 ;     13 ;    285 ;     83 ;   1472 ;     81 ;   1194 ;   -742 ;    -72 ;    184 ;    600 ;     22 ;   -591 ;     20 ;      5 ;    194 ;    355 ;   1197 ;    172 ;     70 ;
2016-06-09 18:20 ;    666 ;     13 ;    285 ;     82 ;   1455 ;     85 ;   1197 ;   -742 ;    -47 ;    176 ;    600 ;     22 ;   -590 ;     20 ;      7 ;    194 ;    353 ;   1186 ;    169 ;     66 ;
2016-06-09 18:25 ;    662 ;     13 ;    284 ;     83 ;   1470 ;     82 ;   1200 ;   -742 ;    -54 ;    175 ;    600 ;     22 ;   -590 ;     20 ;      8 ;    193 ;    361 ;   1191 ;    168 ;     63 ;
2016-06-09 18:30 ;    661 ;     13 ;    285 ;     84 ;   1474 ;     75 ;   1144 ;   -742 ;    -49 ;    171 ;    600 ;     22 ;   -591 ;     20 ;      6 ;    196 ;    374 ;   1174 ;    164 ;     56 ;
2016-06-09 18:35 ;    663 ;     13 ;    285 ;     83 ;   1500 ;     87 ;   1140 ;   -742 ;    -68 ;    148 ;    600 ;     22 ;   -591 ;     20 ;      7 ;    195 ;    406 ;   1181 ;    152 ;     54 ;
2016-06-09 18:40 ;    673 ;     13 ;    285 ;     81 ;   1510 ;     81 ;   1141 ;   -743 ;    -82 ;    166 ;    600 ;     22 ;   -590 ;     20 ;      8 ;    195 ;    427 ;   1164 ;    149 ;     47 ;
2016-06-09 18:45 ;    677 ;     13 ;    285 ;     82 ;   1573 ;     86 ;   1142 ;   -742 ;   -122 ;    150 ;    600 ;     22 ;   -590 ;     19 ;      7 ;    191 ;    463 ;   1196 ;    140 ;     43 ;
2016-06-09 18:50 ;    676 ;     13 ;    288 ;     82 ;   1606 ;     94 ;   1141 ;   -742 ;   -101 ;    157 ;    600 ;     22 ;   -590 ;     19 ;      7 ;    190 ;    520 ;   1180 ;    138 ;     41 ;
2016-06-09 18:55 ;    665 ;     13 ;    293 ;     81 ;   1706 ;     95 ;   1141 ;   -742 ;   -154 ;    159 ;    600 ;     23 ;   -590 ;     19 ;      8 ;    183 ;    556 ;   1245 ;    133 ;     39 ;
2016-06-09 19:00 ;    619 ;     13 ;    295 ;     81 ;   1715 ;     88 ;   1144 ;   -742 ;   -146 ;    154 ;    600 ;     22 ;   -590 ;     19 ;      8 ;    177 ;    591 ;   1213 ;    129 ;     38 ;
2016-06-09 19:05 ;    561 ;     13 ;    294 ;     82 ;   1749 ;     95 ;   1144 ;   -742 ;   -134 ;    146 ;    600 ;     23 ;   -590 ;     19 ;     11 ;    168 ;    613 ;   1231 ;    126 ;     35 ;
